id	filename	md5	size	state
fdcefb0e-dd7b-445d-b2c7-5dfb75a3cd6c	nationwidechildrens.org_clinical.TCGA-97-7554.xml	fe54cb62a72037642a0ac47504490293	47647	released
0da1ba44-19ca-4623-a154-4bde957b221b	0da1ba44-19ca-4623-a154-4bde957b221b.vep.vcf.gz	2dfe329ce01af78980b47613706db78c	233023	released
c5cf8fa7-eb1f-40df-a499-7693faf930f5	a7ac2239-f60b-40a2-b931-5aa9b3adc8d8.FPKM.txt.gz	82d3149f9326f17eaad7f7c5c7cac978	546464	released
96aabb18-339b-4b12-850a-2aaa34a62bed	TCGA-44-8120-01A-11H-2240-13_mirna_gdc_realn.bam	c218295f66b104b3307a3ef362f779f9	231218837	released
54c1114f-dac1-465c-a9dc-d9fb1994ab3d	dfc2507b-2fab-4a95-8a7f-7b1115d877ef.mirbase21.isoforms.quantification.txt	af079671ec566f783ae051db5f194dff	216665	released
0fc0dd40-c907-4364-b9f3-91f93c7b92db	nationwidechildrens.org_clinical.TCGA-91-7771.xml	2e681780ace9937108d342aedd6e2f52	46231	released
055f3d66-ee7f-45c1-83c3-6e50caea7f77	TCGA-05-5425-01A-02T-1627-13_mirna_gdc_realn.bam	4b23e74fbbad76c64559c2d40ef6bd30	151819499	released
43568d29-17d4-4506-a608-b7e23dfbf5de	43568d29-17d4-4506-a608-b7e23dfbf5de.vcf.gz	ad66b009f668e944240c1184967f9dc8	451641	released
224ecba4-13b9-4019-8910-7dd1ed0dc749	97f3c6a3-a3b8-4f59-9242-8845fa1c90a8.htseq.counts.gz	0fde80a497130669a7b6f8c76bbaffe6	255515	released
4a4c4da6-a1b7-4758-9c05-75afb27f81a5	LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_A09_680318.nocnv_grch38.seg.v2.txt	7e1ad199e61137f53566fd140070606f	4844	released
aeb9f084-0920-4e4f-a3bf-7bda7cacd645	aeb9f084-0920-4e4f-a3bf-7bda7cacd645.vcf.gz	8fbdea4923aae11ebc16f833680e3ec0	38643	released
4d166dc1-e361-4f12-bf38-cc85412e0e5a	4d166dc1-e361-4f12-bf38-cc85412e0e5a.vep.vcf.gz	c6d3677acdb76850384c2dfd0d379e61	375520	released
bd8a1d5b-7979-4aec-bbd6-47065bfd6a5d	nationwidechildrens.org_clinical.TCGA-86-7954.xml	96ffeab7acfe3838cdecacaf31319a78	46720	released
87bee3b1-795e-4c08-b8ea-bab40af5706c	87bee3b1-795e-4c08-b8ea-bab40af5706c.vep.vcf.gz	1752dc15fd33948eebd48ac4d85929f9	1797472	released
400d5678-ce69-407b-9495-51283abbb717	EGGAR_p_TCGAb33and37_SNP_N_GenomeWideSNP_6_B10_585208.nocnv_grch38.seg.v2.txt	0186a4dba1c0e763210da02faa317b45	22290	released
3f45e92f-6b44-4706-b601-06f5b8e7937b	nationwidechildrens.org_omf.TCGA-91-7771.xml	f1fc6aef215f0712c80035f4b9334dc4	10657	released
183d395e-167d-452b-be73-1b3ac02b7b0e	LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_B11_680346.nocnv_grch38.seg.v2.txt	daa27ffed497c4a864a52c52b8485c98	2906	released
ba922472-5330-450d-85be-b77fd92d0af4	EGGAR_p_TCGAb33and37_SNP_N_GenomeWideSNP_6_A03_585194.nocnv_grch38.seg.v2.txt	bfb5b3211ba84d8a720cdc21eb72e1e4	6086	released
048d1824-e7ef-487c-9b87-e30f4d4fa5c1	C509.TCGA-78-7540-01A-11D-2063-08.1_gdc_realn.bam	7f149d48b9880c97d84a35978fecb1f9	8769259943	released
30f6058f-022d-4cb5-b103-5ec4bf4205d0	LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_E04_680252.nocnv_grch38.seg.v2.txt	1649d7236095e47e8bc4975764cbd8b2	24015	released
07b97853-7f5d-4e73-9abb-86da10b4bdcc	TCGA-LUAD.8ffb5e7f-f03f-488d-82ab-11f1fae515dd.ascat2.allelic_specific.seg.txt	c7d4a60ccd9060fb6a91263d03697b57	8938	released
9ff6bcb6-4848-417c-98d8-e5bfd531f476	25b2851d-cbfd-4b98-afc0-038e75ae83a3.FPKM.txt.gz	51e4007e2351e674c9bc24147f1e3d9b	516004	released
c161e121-a234-4dcb-8151-753c0cfcc562	C347.TCGA-64-1676-10A-01W-0928-08.4_gdc_realn.bam	6a223bb4dfe09d660e2d71fb1574b74b	19119123308	released
2fb8ff8e-3838-40f8-acac-f3d79836670d	TCGA-LUAD.00a9cd7a-f609-4741-a261-79e844901abd.ascat2.allelic_specific.seg.txt	55e77fd30b6d10675daa824f3803f5bc	25711	released
39190751-350e-4abe-8f4c-cd739ee44b27	dd5e64ab-9ed8-4259-9d68-598853fa41f4.FPKM.txt.gz	7dcca9ba3552688a674e5d8ebb7efbac	529049	released
588fb6c8-8f8d-4849-9e53-0e789af63eb8	nationwidechildrens.org_ssf.TCGA-91-8499.xml	23d9e6fcc1933c85bbb7246b0d33dadd	18066	released
f32fa244-596a-451b-a37d-f5243b15ce2e	f32fa244-596a-451b-a37d-f5243b15ce2e.vcf.gz	1de598cc5a08fa57c80fe8b9d76e4694	204877	released
d45f35c0-9d3b-42ce-b0ba-6e53fe266014	nationwidechildrens.org_ssf_normal_controls_luad.txt	1525f4567caf242afc1418be3f2b3963	118666	released
58d1ef5c-7ce5-4232-8f73-31837551c6c4	TCGA-69-8255-01Z-00-DX1.75d1666c-c088-405c-80da-52d84b990361.svs	4bebb370c25eebc03585d5449d2538ad	565344671	released
8abb4ad4-71ec-4a4a-be03-94ebac4c2038	af2f3a13-e04a-4448-965c-dcca6fd6c233.mirbase21.isoforms.quantification.txt	1ae77cf19655379921089974cb97767d	615195	released
e6335de2-7135-4631-b783-7d3bbc554e22	nationwidechildrens.org_biospecimen.TCGA-38-4625.xml	9ea955ce2c0c95e67e46a240b23f0701	136107	released
7ca98205-8206-4c9c-85dd-7c7c9e252259	EGGAR_p_TCGAb33and37_SNP_N_GenomeWideSNP_6_B10_585208.grch38.seg.v2.txt	46382683d5743761b4534f961bef521b	54540	released
2959a17f-71cc-45e3-9c0c-fd99e9a3df9e	jhu-usc.edu_LUAD.HumanMethylation450.12.lvl-3.TCGA-69-8255-01A-11D-2285-05.gdc_hg38.txt	437df329fff228548d8addfbc9728af8	141256858	released
e2e13f0e-c779-458e-8cdb-401b6b6e57f9	e2e13f0e-c779-458e-8cdb-401b6b6e57f9.vcf.gz	740ce8d25d59e6e0da74aef445a99640	170244	released
0f815b15-b67a-4c2c-862d-2213b1224fba	TCGA-44-6778-10A-01D-A46H-10_wgs_Illumina_gdc_realn.bam	c277d2019d61e998f2e99b90c2b3eeaa	163611195446	released
c5332f73-c513-4a33-a944-26555cbf9527	TCGA-55-1596-01A-01T-0947-13_mirna_gdc_realn.bam	795e565797ecb6f6d058da04719ee7f9	23734617	released
bcd549d7-90b0-49a9-a7d0-f4954b56834c	jhu-usc.edu_LUAD.HumanMethylation450.3.lvl-3.TCGA-50-5930-01A-11D-1756-05.gdc_hg38.txt	76ca1e1f2913f2322076c23fd6525124	141265519	released
658041e1-d480-42eb-b345-6ef0eed187de	C347.TCGA-44-2668-01A-01D-0969-08.4_gdc_realn.bam	e56442698d5e895380daa02c300c05ab	21728063892	released
aa9d319d-497a-48d9-83fa-4fb14ad5d1fc	nationwidechildrens.org_ssf.TCGA-86-8055.xml	804855d1d082f7de19c593aad63be16a	14923	released
663c884d-d588-4e29-a9ae-336c86a7aad6	nationwidechildrens.org_clinical.TCGA-38-4625.xml	b1ada909d1ac21c077187fd21aa4af4f	42601	released
56037e39-fdf6-4833-83ac-6d0df2e93efb	95167b79-f563-461e-81dd-a7143cfafe0d.FPKM-UQ.txt.gz	9638e343c43f7b421c356700b40d9885	503492	released
925b1d98-86da-475c-ac65-c27404f091cd	384d3555-de17-4115-8c35-49bf8585aa95.mirbase21.isoforms.quantification.txt	f8cefe915f32fcf95e41b0dff7b9abac	352421	released
1a45026d-2b02-42e4-98b8-db42858b59ba	TCGA-LUAD.cfc10ed7-5210-4b31-a470-9327bb52d3c5.ascat2.allelic_specific.seg.txt	5ac4c599c2ea6c692ed5f66f3ac6234d	13605	released
15608287-67df-42ba-91c8-a0e75f47a77f	15608287-67df-42ba-91c8-a0e75f47a77f.vcf.gz	b80dc57275c7e99470cc9645acaf23c4	97918	released
2cdfdf95-eeed-474a-bbca-e547398075d2	2cdfdf95-eeed-474a-bbca-e547398075d2.vcf.gz	809db9d14548994a19e0e6fff3ff586a	223850	released
a2d9d1c0-6ee7-46bd-9f41-7acec3fc8822	TCGA-53-7624-01A-01-TS1.c2f2da76-bd62-4025-b9e5-80ea33043acc.svs	7cfc6975e4d84bb7233793385b88a04b	1339911679	released
